uid,school_type,name,campus,headquarters,undergraduate,operator,prefecture,city,municipality_code,postal_code,address,phone_number,fax_number,kcode,department,name_hira,graduate_course,major_course,master,doctor,related_college,related_undergraduate,created_date,updated_date,salesforce_id
1556,大学,仙台大学,,本部（代表）,本部（代表）,私立,宮城県,柴田町,043231,989-1693,宮城県柴田郡柴田町船岡南２－２－１８,0224-55-1121,0224-57-2769,col-K23000573-0000,,せんだいだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:23,0015h00000oIV30
1557,大学,ハリウッド大学院大学,,本部（代表）,本部（代表）,私立,東京都,港区,131032,106-8541,東京都港区六本木６－４－１六本木ヒルズハリウッドプラザ,03-3403-3403,03-3423-6092,col-K23002782-0000,,はりうっどだいがくいんだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:23,0015h00000oIV31
1558,大学,仙台白百合女子大学,,本部（代表）,本部（代表）,私立,宮城県,仙台市泉区,041050,981-3107,宮城県仙台市泉区本田町６－１,022-372-3254,022-375-4343,col-K23000584-0000,,せんだいしらゆりじょしだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:24,0015h00000oIV32
1559,大学,東北学院大学,土樋キャンパス,本部（代表）,本部（代表）,私立,宮城県,仙台市青葉区,041017,980-8511,宮城県仙台市青葉区土樋１－３－１,022-264-6421,022-264-3030,col-K23000595-0000,,とうほくがくいんだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:24,0015h00000oIV33
1560,大学,東北工業大学,八木山キャンパス,本部（代表）,本部（代表）,私立,宮城県,仙台市太白区,041041,982-8577,宮城県仙台市太白区八木山香澄町３５－１,022-305-3311,022-229-8279,col-K23000609-0000,,とうほくこうぎょうだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:24,0015h00000oIV34
1561,大学,東北生活文化大学,,本部（代表）,本部（代表）,私立,宮城県,仙台市泉区,041050,981-8585,宮城県仙台市泉区虹の丘１－１８－２,022-272-7511,022-301-5602,col-K23000610-0000,,とうほくせいかつぶんかだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:24,0015h00000oIV35
1562,大学,東北福祉大学,国見キャンパス,本部（代表）,本部（代表）,私立,宮城県,仙台市青葉区,041017,981-8522,宮城県仙台市青葉区国見１－８－１,022-717-3111,022-233-3113,col-K23000621-0000,,とうほくふくしだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:24,0015h00000oIV36
1563,大学,東北文化学園大学,,本部（代表）,本部（代表）,私立,宮城県,仙台市青葉区,041017,981-8551,宮城県仙台市青葉区国見６－４５－１,022-233-3310,022-233-7941,col-K23000632-0000,,とうほくぶんかがくえんだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:24,0015h00000oIV37
1564,大学,秋田大学,手形キャンパス,本部（代表）,本部（代表）,国立,秋田県,秋田市,052019,010-8502,秋田県秋田市手形学園町１－１,018-889-2207,018-889-2219,col-K23000665-0000,,あきただいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:25,0015h00000oIV38
1565,大学,国際教養大学,,本部（代表）,本部（代表）,公立,秋田県,秋田市,052019,010-1292,秋田県秋田市雄和椿川字奥椿岱,018-886-5900,018-886-5910,col-K23000687-0000,,こくさいきょうようだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:25,0015h00000oIV39
1566,大学,秋田県立大学,秋田キャンパス,本部（代表）,本部（代表）,公立,秋田県,秋田市,052019,010-0195,秋田県秋田市下新城中野字街道端西２４１－４３８,018-872-1500,018-872-1670,col-K23000676-0000,,あきたけんりつだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:25,0015h00000oIV3A
1567,大学,秋田公立美術大学,,本部（代表）,本部（代表）,公立,秋田県,秋田市,052019,010-1632,秋田県秋田市新屋大川町１２－３,018-888-8100,018-888-8101,col-K23001025-0000,,あきたこうりつびじゅつだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:25,0015h00000oIV3B
1568,大学,ノースアジア大学,,本部（代表）,本部（代表）,私立,秋田県,秋田市,052019,010-8515,秋田県秋田市下北手桜字守沢４６－１,018-836-1332,018-836-2485,col-K23000702-0000,,のーすあじあだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:25,0015h00000oIV3C
1569,大学,東北医科薬科大学,小松島キャンパス,本部（代表）,本部（代表）,私立,宮城県,仙台市青葉区,041017,981-8558,宮城県仙台市青葉区小松島４－４－１,022-234-4181,022-275-2013,col-K23000643-0000,,とうほくいかやっかだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:25,0015h00000oIV3D
1570,大学,ビジネス・ブレークスルー大学,,本部（代表）,本部（代表）,私立,東京都,千代田区,131016,102-0084,東京都千代田区ニ番町３麹町スクエア２Ｆ,03-5860-5530,03-3265-1381,col-K23003005-0000,,びじねす・ぶれーくするーだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:25,0015h00000oIV3E
1571,大学,ヤマザキ動物看護大学,南大沢キャンパス,本部（代表）,本部（代表）,私立,東京都,八王子市,132012,192-0364,東京都八王子市南大沢４－７－２,042-653-0901,042-653-0902,col-K23007684-0000,,やまざきどうぶつかんごだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:26,0015h00000oIV3F
1572,大学,ルーテル学院大学,,本部（代表）,本部（代表）,私立,東京都,三鷹市,132047,181-0015,東京都三鷹市大沢３－１０－２０,0422-31-4611,0422-33-6405,col-K23002944-0000,,るーてるがくいんだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:26,0015h00000oIV3G
1573,大学,横浜商科大学,つるみキャンパス,本部（代表）,本部（代表）,私立,神奈川県,横浜市鶴見区,141011,230-8577,神奈川県横浜市鶴見区東寺尾４－１１－１,045-571-3901,045-571-4125,col-K23003299-0000,,よこはましょうかだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:26,0015h00000oIV3H
1574,大学,横浜創英大学,,本部（代表）,本部（代表）,私立,神奈川県,横浜市緑区,141135,226-0015,神奈川県横浜市緑区三保町１,045-922-5641,045-922-5642,col-K23007813-0000,,よこはまそうえいだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:26,0015h00000oIV3I
1575,大学,横浜美術大学,,本部（代表）,本部（代表）,私立,神奈川県,横浜市青葉区,141178,227-0033,神奈川県横浜市青葉区鴨志田町１２０４,045-962-2221,045-961-7371,col-K23003306-0000,,よこはまびじゅつだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:10,0015h00000oIV3J
1576,大学,横浜薬科大学,,本部（代表）,本部（代表）,私立,神奈川県,横浜市戸塚区,141101,245-0066,神奈川県横浜市戸塚区俣野町６０１,045-859-1300,045-859-1301,col-K23003303-0000,,よこはまやっかだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:10,0015h00000oIV3K
1577,大学,鎌倉女子大学,大船キャンパス,本部（代表）,本部（代表）,私立,神奈川県,鎌倉市,142042,247-8512,神奈川県鎌倉市大船６－１－３,0467-44-2111,0467-44-1168,col-K23003118-0000,,かまくらじょしだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:10,0015h00000oIV3L
1578,大学,関東学院大学,横浜・金沢八景キャンパス,本部（代表）,本部（代表）,私立,神奈川県,横浜市金沢区,141089,236-8501,神奈川県横浜市金沢区六浦東１－５０－１,045-786-7002,045-786-7862,col-K23003129-0000,,かんとうがくいんだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:10,0015h00000oIV3M
1579,大学,桐蔭横浜大学,,本部（代表）,本部（代表）,私立,神奈川県,横浜市青葉区,141178,225-8503,神奈川県横浜市青葉区鉄町１６１４,045-972-5881,045-972-5972,col-K23003244-0000,,とういんよこはまだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:11,0015h00000oIV3N
1580,大学,昭和音楽大学,北校舎,本部（代表）,本部（代表）,私立,神奈川県,川崎市麻生区,141372,215-0004,神奈川県川崎市麻生区万福寺１－１６－６,044-953-1230,044-953-6580,col-K23003185-0000,,しょうわおんがくだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:11,0015h00000oIV3O
1581,大学,松蔭大学,厚木森の里キャンパス,本部（代表）,本部（代表）,私立,神奈川県,厚木市,142123,243-0124,神奈川県厚木市森の里若宮９－１,046-247-1511,046-247-4234,col-K23003152-0000,,しょういんだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:11,0015h00000oIV3P
1582,大学,湘南医療大学,,本部（代表）,本部（代表）,私立,神奈川県,横浜市戸塚区,141101,244-0806,神奈川県横浜市戸塚区上品濃１６－４８,045-821-0111,045-821-0115,col-K23007860-0000,,しょうなんいりょうだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:11,0015h00000oIV3Q
1583,大学,湘南工科大学,,本部（代表）,本部（代表）,私立,神奈川県,藤沢市,142051,251-8511,神奈川県藤沢市辻堂西海岸１－１－２５,0466-30-0271,0466-35-2055,col-K23003163-0000,,しょうなんこうかだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:11,0015h00000oIV3R
1584,大学,情報セキュリティ大学院大学,,本部（代表）,本部（代表）,私立,神奈川県,横浜市神奈川区,141020,221-0835,神奈川県横浜市神奈川区鶴屋町２－１４－１,045-311-7784,045-311-6871,col-K23003174-0000,,じょうほうせきゅりてぃだいがくいんだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:11,0015h00000oIV3S
1585,大学,神奈川工科大学,,本部（代表）,本部（代表）,私立,神奈川県,厚木市,142123,243-0292,神奈川県厚木市下荻野１０３０,046-291-3250,046-242-3737,col-K23003093-0000,,かながわこうかだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:11,0015h00000oIV3T
1586,大学,神奈川歯科大学,,本部（代表）,本部（代表）,私立,神奈川県,横須賀市,142018,238-8580,神奈川県横須賀市稲岡町８２,046-822-8751,046-822-9317,col-K23003107-0000,,かながわしかだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:11,0015h00000oIV3U
1587,大学,神奈川大学,横浜キャンパス,本部（代表）,本部（代表）,私立,神奈川県,横浜市神奈川区,141020,221-8686,神奈川県横浜市神奈川区六角橋３－２７－１,045-481-5661,045-413-2678,col-K23003082-0000,,かながわだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:12,0015h00000oIV3V
1588,大学,聖マリアンナ医科大学,,本部（代表）,本部（代表）,私立,神奈川県,川崎市宮前区,141364,216-8511,神奈川県川崎市宮前区菅生２－１６－１,044-977-8111,044-977-2944,col-K23003200-0000,,せいまりあんないかだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:12,0015h00000oIV3W
1589,大学,洗足学園音楽大学,洗足学園キャンパス,本部（代表）,本部（代表）,私立,神奈川県,川崎市高津区,141348,213-8580,神奈川県川崎市高津区久本２－３－１,044-856-2727,044-856-2710,col-K23003211-0000,,せんぞくがくえんおんがくだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:12,0015h00000oIV3X
1590,大学,相模女子大学,,本部（代表）,本部（代表）,私立,神奈川県,相模原市南区,141534,252-0383,神奈川県相模原市南区文京２－１－１,042-742-1411,042-749-6500,col-K23003130-0000,,さがみじょしだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:12,0015h00000oIV3Y
1591,大学,鶴見大学,,本部（代表）,本部（代表）,私立,神奈川県,横浜市鶴見区,141011,230-8501,神奈川県横浜市鶴見区鶴見２－１－３,045-574-8627,045-584-4588,col-K23003222-0000,,つるみだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:12,0015h00000oIV3Z
1592,大学,田園調布学園大学,,本部（代表）,本部（代表）,私立,神奈川県,川崎市麻生区,141372,215-8542,神奈川県川崎市麻生区東百合丘３－４－１,044-966-9211,044-955-4345,col-K23003233-0000,,でんえんちょうふがくえんだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:12,0015h00000oIV3a
1593,大学,東洋英和女学院大学,,本部（代表）,本部（代表）,私立,神奈川県,横浜市緑区,141135,226-0015,神奈川県横浜市緑区三保町３２,045-922-5511,045-901-1941,col-K23003266-0000,,とうようえいわじょがくいんだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:12,0015h00000oIV3b
1594,大学,フェリス女学院大学,緑園キャンパス,本部（代表）,本部（代表）,私立,神奈川県,横浜市泉区,141160,245-8650,神奈川県横浜市泉区緑園４－５－３,045-812-8211,045-812-8822,col-K23003277-0000,,ふぇりすじょがくいんだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:12,0015h00000oIV3c
1595,大学,日本映画大学,新百合ヶ丘キャンパス,本部（代表）,本部（代表）,私立,神奈川県,川崎市麻生区,141372,215-0004,神奈川県川崎市麻生区万福寺１－１６－３０,044-951-2511,044-951-2681,col-K23007709-0000,,にほんえいがだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:26,0015h00000oIV3d
1596,大学,神奈川県立保健福祉大学,,本部（代表）,本部（代表）,公立,神奈川県,横須賀市,142018,238-8522,神奈川県横須賀市平成町１－１０－１,046-828-2500,046-828-2501,col-K23003059-0000,,かながわけんりつほけんふくしだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:26,0015h00000oIV3e
1597,大学,総合研究大学院大学,葉山キャンパス,本部（代表）,本部（代表）,国立,神奈川県,葉山町,143014,240-0193,神奈川県三浦郡葉山町上山口字間門１５６０－３５,046-858-1500,046-858-1542,col-K23003026-0000,,そうごうけんきゅうだいがくいんだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:26,0015h00000oIV3f
1598,大学,白百合女子大学,,本部（代表）,本部（代表）,私立,東京都,調布市,132080,182-8525,東京都調布市緑ヶ丘１－２５,03-3326-5050,03-3326-5247,col-K23002209-0000,,しらゆりじょしだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:26,0015h00000oIV3g
1599,大学,武蔵大学,江古田キャンパス,本部（代表）,本部（代表）,私立,東京都,練馬区,131202,176-8534,東京都練馬区豊玉上１－２６－１,03-5984-3713,03-5984-3871,col-K23002830-0000,,むさしだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:26,0015h00000oIV3h
1600,大学,武蔵野音楽大学,江古田キャンパス,本部（代表）,本部（代表）,私立,東京都,練馬区,131202,176-8521,東京都練馬区羽沢１－１３－１,03-3992-1121,03-3991-7599,col-K23002863-0000,,むさしのおんがくだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:26,0015h00000oIV3i
1601,大学,武蔵野大学,有明キャンパス,本部（代表）,本部（代表）,私立,東京都,江東区,131083,135-8181,東京都江東区有明３－３－３,03-5530-7333,03-5530-3818,col-K23002852-0000,,むさしのだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:27,0015h00000oIV3j
1602,大学,武蔵野美術大学,鷹の台キャンパス,本部（代表）,本部（代表）,私立,東京都,小平市,132110,187-8505,東京都小平市小川町１－７３６,042-342-6021,042-342-6453,col-K23002874-0000,,むさしのびじゅつだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:27,0015h00000oIV3k
1603,大学,文化ファッション大学院大学,,本部（代表）,本部（代表）,私立,東京都,渋谷区,131130,151-8547,東京都渋谷区代々木３－２２－１,03-3299-2701,03-3299-2714,col-K23002807-0000,,ぶんかふぁっしょんだいがくいんだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:27,0015h00000oIV3l
1604,大学,文化学園大学,新都心キャンパス,本部（代表）,本部（代表）,私立,東京都,渋谷区,131130,151-8523,東京都渋谷区代々木３－２２－１,03-3299-2310,03-3370-6202,col-K23002793-0000,,ぶんかがくえんだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:27,0015h00000oIV3m
1605,大学,文京学院大学,本郷キャンパス,本部（代表）,本部（代表）,私立,東京都,文京区,131059,113-8668,東京都文京区向丘１－１９－１,03-3814-1661,03-5684-3686,col-K23001390-0000,,ぶんきょうがくいんだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:27,0015h00000oIV3n
1606,大学,文教大学,旗の台キャンパス,本部（代表）,本部（代表）,私立,東京都,品川区,131091,142-0064,東京都品川区旗の台３－２－１７,03-3783-5511,03-3783-1362,col-K23001389-0000,,ぶんきょうだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:27,0015h00000oIV3o
1607,大学,法政大学,市ケ谷キャンパス,本部（代表）,本部（代表）,私立,東京都,千代田区,131016,102-8160,東京都千代田区富士見２－１７－１,03-3264-9240,03-3264-9639,col-K23002818-0000,,ほうせいだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:27,0015h00000oIV3p
1608,大学,北里大学,白金キャンパス,本部（代表）,本部（代表）,私立,東京都,港区,131032,108-8641,東京都港区白金５－９－１,03-3444-6161,03-5791-6326,col-K23001987-0000,,きたさとだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:27,0015h00000oIV3q
1609,大学,明治学院大学,白金キャンパス,本部（代表）,本部（代表）,私立,東京都,港区,131032,108-8636,東京都港区白金台１－２－３７,03-5421-5111,03-5421-5454,col-K23002896-0000,,めいじがくいんだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:27,0015h00000oIV3r
1610,大学,明治大学,駿河台キャンパス,本部（代表）,本部（代表）,私立,東京都,千代田区,131016,101-8301,東京都千代田区神田駿河台１－１,03-3296-4545,03-3296-4360,col-K23002885-0000,,めいじだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:27,0015h00000oIV3s
1611,大学,明治薬科大学,清瀬キャンパス,本部（代表）,本部（代表）,私立,東京都,清瀬市,132217,204-8588,東京都清瀬市野塩２－５２２－１,042-495-8611,042-495-8612,col-K23002900-0000,,めいじやっかだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:27,0015h00000oIV3t
1612,大学,明星大学,日野キャンパス,本部（代表）,本部（代表）,私立,東京都,日野市,132128,191-8506,東京都日野市程久保２－１－１,042-591-5111,042-591-5301,col-K23002911-0000,,めいせいだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:27,0015h00000oIV3u
1613,大学,目白大学,新宿キャンパス,本部（代表）,本部（代表）,私立,東京都,新宿区,131041,161-8539,東京都新宿区中落合４－３１－１,03-5996-3117,03-5996-3247,col-K23001426-0000,,めじろだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:28,0015h00000oIV3v
1614,大学,立教大学,池袋キャンパス,本部（代表）,本部（代表）,私立,東京都,豊島区,131164,171-8501,東京都豊島区西池袋３－３４－１,03-3985-2752,03-3985-3205,col-K23002922-0000,,りっきょうだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:28,0015h00000oIV3w
1615,大学,立正大学,品川キャンパス,本部（代表）,本部（代表）,私立,東京都,品川区,131091,141-8602,東京都品川区大崎４－２－１６,03-3492-2681,03-5487-3338,col-K23002933-0000,,りっしょうだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:28,0015h00000oIV3x
1616,大学,和光大学,,本部（代表）,本部（代表）,私立,東京都,町田市,132098,195-8585,東京都町田市金井町２１６０,044-988-1431,044-988-1934,col-K23002955-0000,,わこうだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:40,0015h00000oIV3y
1617,大学,國學院大學,渋谷キャンパス,本部（代表）,本部（代表）,私立,東京都,渋谷区,131130,150-8440,東京都渋谷区東４－１０－２８,03-5466-0111,03-5466-0528,col-K23002069-0000,,こくがくいんだいがく,,,,,,,2021-09-17 05:24:55,2022-12-19 20:53:00,0015h00000oIV3z
1618,大学,横浜国立大学,,本部（代表）,本部（代表）,国立,神奈川県,横浜市保土ケ谷区,141062,240-8501,神奈川県横浜市保土ケ谷区常盤台７９－１,045-339-3014,045-331-3019,col-K23003037-0000,,よこはまこくりつだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:40,0015h00000oIV40
1619,大学,横浜市立大学,金沢八景キャンパス,本部（代表）,本部（代表）,公立,神奈川県,横浜市金沢区,141089,236-0027,神奈川県横浜市金沢区瀬戸２２－２,045-787-2311,045-787-2079,col-K23003048-0000,,よこはましりつだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:40,0015h00000oIV41
1620,大学,八洲学園大学,横浜キャンパス,本部（代表）,本部（代表）,私立,神奈川県,横浜市西区,141038,220-0021,神奈川県横浜市西区桜木町７－４２,045-410-0515,045-324-6961,col-K23003288-0000,,やしまがくえんだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:41,0015h00000oIV42
1621,大学,麻布大学,,本部（代表）,本部（代表）,私立,神奈川県,相模原市中央区,141526,252-5201,神奈川県相模原市中央区渕野辺１－１７－７１,042-754-7111,042-754-7661,col-K23003060-0000,,あざぶだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:41,0015h00000oIV43
1622,大学,開志専門職大学,紫竹山キャンパス,本部（代表）,本部（代表）,私立,新潟県,新潟市中央区,151033,957-8063,新潟県新潟市中央区古町７－１０１０,025-240-8118,025-240-8123,col-K23040028-0000,,かいしせんもんしょくだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:41,0015h00000oIV44
1623,大学,北陸先端科学技術大学院大学,,本部（代表）,本部（代表）,国立,石川県,能美市,172111,923-1292,石川県能美市旭台１－１,0761-51-1111,0761-51-1088,col-K23003543-0000,,ほくりくせんたんかがくぎじゅつだいがくいんだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:41,0015h00000oIV45
1624,大学,金沢美術工芸大学,,本部（代表）,本部（代表）,公立,石川県,金沢市,172014,920-8656,石川県金沢市小立野５－１１－１,076-262-3531,076-262-6594,col-K23003576-0000,,かなざわびじゅつこうげいだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:41,0015h00000oIV46
1625,大学,公立小松大学,粟津キャンパス,本部（代表）,本部（代表）,公立,石川県,小松市,172031,923-8511,石川県小松市４丁目町ヌ１－３,0760-44-3530,,col-K23032716-0000,,こうりつこまつだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:41,0015h00000oIV47
1626,大学,石川県立看護大学,,本部（代表）,本部（代表）,公立,石川県,かほく市,172090,929-1210,石川県かほく市学園台１－１,076-281-8300,076-281-8319,col-K23003565-0000,,いしかわけんりつかんごだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:41,0015h00000oIV48
1627,大学,石川県立大学,,本部（代表）,本部（代表）,公立,石川県,野々市市,172120,921-8836,石川県野々市市末松１－３０８,076-227-7220,076-227-7410,col-K23003554-0000,,いしかわけんりつだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:41,0015h00000oIV49
1628,大学,かなざわ食マネジメント専門職大学,,本部（代表）,本部（代表）,私立,石川県,白山市,172103,924-0011,石川県白山市横江町８街区１,076-275-5933,,col-K23040016-0000,,かなざわしょくまねじめんとせんもんしょくだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:41,0015h00000oIV4A
1629,大学,金城大学,笠間キャンパス,本部（代表）,本部（代表）,私立,石川県,白山市,172103,924-8511,石川県白山市笠間町１２００,076-276-4400,076-275-4316,col-K23003624-0000,,きんじょうだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:41,0015h00000oIV4B
1630,大学,金沢医科大学,,本部（代表）,本部（代表）,私立,石川県,内灘町,173657,920-0293,石川県河北郡内灘町大学１－１,076-286-2211,076-286-0548,col-K23003587-0000,,かなざわいかだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:41,0015h00000oIV4C
1631,大学,金沢学院大学,,本部（代表）,本部（代表）,私立,石川県,金沢市,172014,920-1392,石川県金沢市末町１０,076-229-8843,076-229-8791,col-K23003598-0000,,かなざわがくいんだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:41,0015h00000oIV4D
1632,大学,金沢工業大学,扇が丘キャンパス,本部（代表）,本部（代表）,私立,石川県,野々市市,172120,921-8501,石川県野々市市扇ヶ丘７－１,076-248-1100,076-248-7318,col-K23003602-0000,,かなざわこうぎょうだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:41,0015h00000oIV4E
1633,大学,金沢星稜大学,,本部（代表）,本部（代表）,私立,石川県,金沢市,172014,920-8620,石川県金沢市御所町丑１０－１,076-253-3924,076-253-3995,col-K23003613-0000,,かなざわせいりょうだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:41,0015h00000oIV4F
1634,大学,北陸学院大学,,本部（代表）,本部（代表）,私立,石川県,金沢市,172014,920-1396,石川県金沢市三小牛町イ１１,076-280-3850,076-280-3851,col-K23003646-0000,,ほくりくがくいんだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:42,0015h00000oIV4G
1635,大学,北陸大学,太陽が丘キャンパス,本部（代表）,本部（代表）,私立,石川県,金沢市,172014,920-1180,石川県金沢市太陽が丘１－１,076-229-1161,076-229-1348,col-K23003635-0000,,ほくりくだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:42,0015h00000oIV4H
1636,大学,福井大学,文京キャンパス,本部（代表）,本部（代表）,国立,福井県,福井市,182010,910-8507,福井県福井市文京３－９－１,0776-23-0500,0776-27-8500,col-K23003657-0000,,ふくいだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:42,0015h00000oIV4I
1637,大学,敦賀市立看護大学,,本部（代表）,本部（代表）,公立,福井県,敦賀市,182028,914-0814,福井県敦賀市木崎７８－２－１,0770-20-5500,0770-20-5548,col-K23002552-0000,,つるがしりつかんごだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:42,0015h00000oIV4J
1638,大学,福井県立大学,永平寺キャンパス,本部（代表）,本部（代表）,公立,福井県,永平寺町,183229,910-1195,福井県吉田郡永平寺町松岡兼定島４－１－１,0776-61-6000,0776-61-6011,col-K23003668-0000,,ふくいけんりつだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:28,0015h00000oIV4K
1639,大学,仁愛大学,,本部（代表）,本部（代表）,私立,福井県,越前市,182095,915-8586,福井県越前市大手町３－１－１,0778-27-2010,0778-27-1990,col-K23003679-0000,,じんあいだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:28,0015h00000oIV4L
1640,大学,福井医療大学,,本部（代表）,本部（代表）,私立,福井県,福井市,182010,910-3190,福井県福井市江上町５５字鳥町１３－１,0776-59-2200,0776-59-2205,col-K23020576-0000,,ふくいいりょうだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:28,0015h00000oIV4M
1641,大学,福井工業大学,福井キャンパス,本部（代表）,本部（代表）,私立,福井県,福井市,182010,910-8505,福井県福井市学園３－６－１,0776-29-2620,0776-29-7891,col-K23003680-0000,,ふくいこうぎょうだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:28,0015h00000oIV4N
1642,大学,山梨大学,甲府キャンパス,本部（代表）,本部（代表）,国立,山梨県,甲府市,192015,400-8510,山梨県甲府市武田４－４－３７,055-252-1111,055-220-8795,col-K23003691-0000,,やまなしだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:28,0015h00000oIV4O
1643,大学,山梨県立大学,飯田キャンパス,本部（代表）,本部（代表）,公立,山梨県,甲府市,192015,400-0035,山梨県甲府市飯田５－１１－１,055-224-5261,055-228-6819,col-K23003716-0000,,やまなしけんりつだいがく,,,,,,,2021-09-17 05:24:55,2022-05-12 13:40:28,0015h00000oIV4P
